8,"건설,채굴"
1,"경영,사무,금융,보험"
3,"교육,법률,사회복지,경찰,소방 및 군인"
13,농림어업직
6,미용·여행·숙박·음식·경비·돌봄·청소
4,보건·의료
9,설치·정비·생산-기계·금속·재료
12,설치·정비·생산-인쇄·목재·공예 및 제조 단순
10,설치·정비·생산-전기·전자·정보통신
11,설치·정비·생산-화학·환경·섬유·의복·식품가공
2,연구 및 공학기술
7,영업·판매·운전·운송
5,예술·디자인·방송·스포츠
